player,player_id,team,gpt_codex_rating,gpt_codex_low,gpt_codex_high,gpt_codex_confidence,gpt_codex_decision_class,gpt_codex_short_rationale,existing_production_model_rating,existing_production_model_basis,existing_production_model_status,npb_plus_sprint_kmh,exposure_games,exposure_pa,direct_t90_summary,standardized_30m_50m_summary,home_to_first_summary,historical_physical_summary,physical_evidence_strength,sns_physical_classification,sns_physical_summary,video_classification,powerpro_current_speed,powerpro_match_status,powerpro_history_summary,powerpro_change_points,powerpro_years_since_material_change,project_minus_powerpro,abs_project_powerpro_diff,large_diff_ge_5,discrepancy_direction,discrepancy_reason_class,discrepancy_reason_explanation_ja,discrepancy_reason_confidence,powerpro_stale_suspected,powerpro_stale_reason,project_top_speed_overweight_suspected,project_acceleration_missing_suspected,historical_evidence_conflict,current_exposure_risk,owner_review_required,owner_review_reasons,owner_verdict,owner_note,owner_preferred_rating_optional
牧 秀悟,13115153,横浜DeNAベイスターズ,66,59,73,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.6km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,60.4,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,31.6,65,288,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,67,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,履歴なし,0,,-1,1,false,POWERPRO_HIGHER,,,,false,,false,false,false,false,false,,,,
筒香 嘉智,41945131,横浜DeNAベイスターズ,53,45,61,LOW_MEDIUM,AFFIRMED_CURRENT_ORDINAL_WITH_HISTORICAL_DIRECT_CONTEXT,2026 NPB+ 30.2km/hの同一100人内順位を現行中心として明示affirm。2022年公式T90=4.20秒のprovenance訂正は歴史文脈として保持し、2026へ自動転用しない。動画はusable current full-effort play=0で、数値入力にしていない。,46.8,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を2年プール（2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,30.2,61,240,"T90FT_SECONDS=4.2seconds(2022/Statcast official CSV) , T90FT_SECONDS=4.2seconds(2022/Statcast official leaderboard)",,,計測9件,CURRENT_DIRECT_T90,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,VIDEO_INCONCLUSIVE,45,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2013:52 → 2016:58 → 2024:52 → 2025:45,4,1,8,8,true,PROJECT_HIGHER,METRIC_CONSTRUCT_CONFLICT|TEMPORAL_CHANGE_NOT_CAPTURED|CURRENT_PHYSICAL_SUPPORTS_PROJECT,"指標の構成が衝突している（HISTORICAL_DIRECT_T90_AND_CURRENT_NPB_PLUS_NOT_CROSS_METRIC_AVERAGED）／過去の直接計測が文脈扱いに留まり、現在への持ち越しが決まっていない（HISTORICAL_DIRECT_T90_2022_PROVENANCE_CORRECTED_CONTEXT_ONLY）／現在の直接計測（T90）があり、project側に物理的な裏付けがある: T90FT_SECONDS=4.2seconds(2022/Statcast official CSV) , T90FT_SECONDS=4.2seconds(2022/Statcast official leaderboard)",MEDIUM,false,,true,false,true,false,true,PowerProとの差+8／証拠の衝突あり,,,
蝦名 達夫,51555151,横浜DeNAベイスターズ,64,57,71,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.4km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,71.2,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を3年プール（2022,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,31.4,77,283,,50M_PROFILE_SECONDS=6seconds(unknown/unknown),,計測2件,HISTORICAL_SHORT_DISTANCE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,75,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2020:70 → 2025:75,2,1,-11,11,true,POWERPRO_HIGHER,HISTORICAL_PHYSICAL_SUPPORTS_POWERPRO,過去の身体計測がPowerProの高い評価と同じ向きを示す: 50M_PROFILE_SECONDS=6seconds(unknown/unknown),LOW,false,,false,true,false,false,true,PowerProとの差-11,,,
今宮 健太,31335131,福岡ソフトバンクホークス,55,48,62,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.4km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,59.7,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,30.4,47,138,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,66,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2013:66 → 2017:70 → 2018:68 → 2019:66,4,7,-11,11,true,POWERPRO_HIGHER,POWERPRO_STALE_HIGH_SUSPECTED,PowerProが高いまま据え置かれている疑い,LOW,true,最後の変更が2019年（7年前）で、以降4年分の観測がありながら動いていない／現在の査定と11点乖離,false,true,false,false,true,PowerProとの差-11／PowerPro据え置きの疑い,,,
周東 佑京,21925136,福岡ソフトバンクホークス,96,89,100,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 35.0km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,94.8,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,35,95,404,,50M_PROFILE_SECONDS=5.7seconds(unknown/unknown),"HP_TO_1B_SECONDS=3.83seconds(2023/reported_hp_to_1b_unspecified_origin) , HP_TO_1B_SECONDS=3.77seconds(2023/reported_hp_to_1b_unspecified_origin) , HP_TO_1B_SECONDS=3.81seconds(2024/reported_hp_to_1b_unspecified_origin)",計測24件,HISTORICAL_SHORT_DISTANCE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,96,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2019:94 → 2021:96,2,5,0,0,false,EQUAL,,,,false,,false,false,false,false,false,,,,
山川 穂高,21425139,福岡ソフトバンクホークス,46,39,53,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 29.4km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,42.1,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を3年プール（2022,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,29.4,46,168,,50M_PROFILE_SECONDS=6.2seconds(unknown/unknown),,計測2件,HISTORICAL_SHORT_DISTANCE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,47,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2014:41 → 2022:51 → 2024:47,3,2,-1,1,false,POWERPRO_HIGHER,,,,false,,false,false,false,false,false,,,,
柳田 悠岐,31835133,福岡ソフトバンクホークス,70,63,77,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 32.1km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,61.8,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を3年プール（2022,2023,2024）。NPB+の自動blendなし・較正あり",REPRODUCED,32.1,89,333,,50M_PROFILE_SECONDS=5.94seconds(unknown/unknown),HP_TO_1B_SECONDS=3.98seconds(2009/author observation),計測3件,HISTORICAL_SHORT_DISTANCE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,67,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2013:72 → 2014:81 → 2019:79 → 2022:74 → 2023:72 → 2024:70 → 2025:67,7,1,3,3,false,PROJECT_HIGHER,,,,false,,false,false,false,false,false,,,,
柳町 達,73175151,福岡ソフトバンクホークス,65,58,72,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.5km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,66.2,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,31.5,60,214,,50M_PROFILE_SECONDS=6.2seconds(unknown/unknown),,計測2件,HISTORICAL_SHORT_DISTANCE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,67,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2020:67 → 2023:70 → 2024:67,3,2,-2,2,false,POWERPRO_HIGHER,,,,false,,false,false,false,false,false,,,,
栗原 陵矢,01705130,福岡ソフトバンクホークス,63,56,70,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.3km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,59.8,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を3年プール（2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,31.3,100,439,,50M_PROFILE_SECONDS=6seconds(unknown/unknown),,計測2件,HISTORICAL_SHORT_DISTANCE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,59,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2016:56 → 2020:61 → 2021:65 → 2022:54 → 2023:55 → 2024:63 → 2025:59,7,1,4,4,false,PROJECT_HIGHER,,,,false,,false,false,false,false,false,,,,
正木 智也,81885155,福岡ソフトバンクホークス,61,54,68,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.1km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,60.5,実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を1年プール（2024）。NPB+の自動blendなし・較正あり,REPRODUCED,31.1,62,292,,50M_PROFILE_SECONDS=6.6seconds(unknown/unknown),,計測2件,HISTORICAL_SHORT_DISTANCE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,48,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2022:48,1,4,13,13,true,PROJECT_HIGHER,POWERPRO_STALE_LOW_SUSPECTED,PowerProが低いまま据え置かれている疑い,LOW,true,最後の変更が2022年（4年前）で、以降4年分の観測がありながら動いていない／現在の査定と13点乖離,true,false,false,false,true,PowerProとの差+13／PowerPro据え置きの疑い,,,
海野 隆司,81385151,福岡ソフトバンクホークス,54,47,61,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.3km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,60.8,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を2年プール（2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,30.3,75,228,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,52,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2020:52,1,6,2,2,false,PROJECT_HIGHER,,,,false,,false,false,false,false,false,,,,
牧原 大成,61465133,福岡ソフトバンクホークス,83,76,90,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 33.5km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,84,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,33.5,97,368,,50M_PROFILE_SECONDS=5.8seconds(unknown/unknown),,計測3件,HISTORICAL_SHORT_DISTANCE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,82,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2013:82,1,13,1,1,false,PROJECT_HIGHER,,,,false,,false,false,false,false,false,,,,
近藤 健介,41745135,福岡ソフトバンクホークス,62,55,69,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.2km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,57.1,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,31.2,97,417,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,64,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2013:40 → 2014:50 → 2017:51 → 2022:64,4,4,-2,2,false,POWERPRO_HIGHER,,,,false,,false,false,false,false,false,,,,
丸 佳浩,21425116,読売ジャイアンツ,64,54,74,LOW,UNCHANGED_AFTER_FULL_REAPPRAISAL_TEMPORAL_CONSTRAINT,2026 NPB+ 31.4km/hの同一100人内順位を現行中心として明示affirm。SNSの時間変化は旧証拠のcarry-forwardを抑える制約としてのみ使用。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,58.2,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,31.4,46,82,,,,計測1件,NONE,TEMPORAL_CHANGE_SUPPORTED,採用4件: slower×4,NOT_IN_VIDEO_TIEBREAK_SCOPE,65,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,履歴なし,0,,-1,1,false,POWERPRO_HIGHER,,,,false,,false,false,false,false,true,project側のconfidenceがLOW,,,
佐々木 俊輔,51955159,読売ジャイアンツ,78,71,85,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 33.0km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,79.6,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を2年プール（2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,33,81,249,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,76,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2024:76,1,2,2,2,false,PROJECT_HIGHER,,,,false,,false,false,false,false,false,,,,
吉川 尚輝,73375134,読売ジャイアンツ,74,67,81,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 32.5km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,74.6,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,32.5,40,144,,50M_PROFILE_SECONDS=5.7seconds(unknown/unknown),HP_TO_1B_SECONDS=3.97seconds(2016/unknown),計測4件,HISTORICAL_SHORT_DISTANCE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,80,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2017:80,1,9,-6,6,true,POWERPRO_HIGHER,HISTORICAL_PHYSICAL_SUPPORTS_POWERPRO,過去の身体計測がPowerProの高い評価と同じ向きを示す: 50M_PROFILE_SECONDS=5.7seconds(unknown/unknown),LOW,false,,false,true,false,false,true,PowerProとの差-6,,,
大城 卓三,21325136,読売ジャイアンツ,44,37,51,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 29.2km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,46.5,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を3年プール（2022,2023,2024）。NPB+の自動blendなし・較正あり",REPRODUCED,29.2,70,227,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,24,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2018:43 → 2021:31 → 2024:24,3,2,20,20,true,PROJECT_HIGHER,NO_CLEAR_CAUSE,利用可能な証拠（身体計測・SNS・出場量・PowerPro推移）のいずれもこの差の向きを支持していない,NONE,false,,true,false,false,false,true,PowerProとの差+20,,,
岸田 行倫,91595136,読売ジャイアンツ,46,39,53,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 29.4km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,56.7,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を2年プール（2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,29.4,56,196,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,55,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2018:55,1,8,-9,9,true,POWERPRO_HIGHER,POWERPRO_STALE_HIGH_SUSPECTED,PowerProが高いまま据え置かれている疑い,LOW,true,最後の変更が2018年（8年前）で、以降4年分の観測がありながら動いていない／現在の査定と9点乖離,false,true,false,false,true,PowerProとの差-9／PowerPro据え置きの疑い,,,
松本 剛,21625135,読売ジャイアンツ,64,57,71,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.4km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,65.3,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,31.4,88,290,,,"HP_TO_1B_SECONDS=3.94seconds(2022/reported_hp_to_1b_unspecified_origin) , HP_TO_1B_SECONDS=3.94seconds(2022/reported_hp_to_1b_unspecified_origin)",計測3件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,69,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2013:58 → 2014:65 → 2022:69,3,4,-5,5,true,POWERPRO_HIGHER,NO_CLEAR_CAUSE,利用可能な証拠（身体計測・SNS・出場量・PowerPro推移）のいずれもこの差の向きを支持していない,NONE,false,,false,true,false,false,true,PowerProとの差-5,,,
中野 拓夢,41445153,阪神タイガース,77,70,84,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 32.9km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,83.4,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,32.9,99,407,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,75,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2021:75,1,5,2,2,false,PROJECT_HIGHER,,,,false,,false,false,false,false,false,,,,
伏見 寅威,61065137,阪神タイガース,43,36,50,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 29.1km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,47.1,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,29.1,35,105,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,40,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2013:44 → 2019:40,2,7,3,3,false,PROJECT_HIGHER,LOW_EXPOSURE_NPBPLUS_RISK,2026年の出場が35試合と少なく、NPB+が最高速度を観測しきれていない可能性,,false,,false,false,false,true,false,,,,
佐藤 輝明,41045153,阪神タイガース,70,63,77,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 32.1km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,67.4,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,32.1,99,420,,"30M_PROFILE_SECONDS=4seconds(2020/unknown) , 50M_PROFILE_SECONDS=6seconds(unknown/unknown) , 30M_CURATED_SECONDS=4seconds(2020/unknown)",,計測4件,HISTORICAL_SHORT_DISTANCE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,68,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2021:68,1,5,2,2,false,PROJECT_HIGHER,,,,false,,false,false,false,false,false,,,,
坂本 誠志郎,11915132,阪神タイガース,53,46,60,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.2km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,58.9,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,30.2,63,194,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,56,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2016:53 → 2017:56,2,9,-3,3,false,POWERPRO_HIGHER,,,,false,,false,false,false,false,false,,,,
大山 悠輔,21325134,阪神タイガース,56,49,63,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.5km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,52.7,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,30.5,97,402,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,58,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2017:58,1,9,-2,2,false,POWERPRO_HIGHER,,,,false,,false,false,false,false,false,,,,
小幡 竜平,31535138,阪神タイガース,76,69,83,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 32.8km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,70.5,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を2年プール（2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,32.8,36,104,,"30M_PROFILE_SECONDS=3.98seconds(2018/unknown) , 50M_PROFILE_SECONDS=6.1seconds(unknown/unknown) , 30M_CURATED_SECONDS=3.98seconds(2018/unknown)",,計測4件,HISTORICAL_SHORT_DISTANCE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,77,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2019:77,1,7,-1,1,false,POWERPRO_HIGHER,LOW_EXPOSURE_NPBPLUS_RISK,2026年の出場が36試合と少なく、NPB+が最高速度を観測しきれていない可能性,,false,,false,false,false,true,false,,,,
木浪 聖也,31735138,阪神タイガース,51,44,58,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.0km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,59.1,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,30,46,134,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,59,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2019:64 → 2023:59,2,3,-8,8,true,POWERPRO_HIGHER,NO_CLEAR_CAUSE,利用可能な証拠（身体計測・SNS・出場量・PowerPro推移）のいずれもこの差の向きを支持していない,NONE,false,,false,true,false,false,true,PowerProとの差-8,,,
梅野 隆太郎,21325139,阪神タイガース,57,47,67,LOW,UNCHANGED_AFTER_FULL_REAPPRAISAL_MIXED_BAND_WIDENED,2026 NPB+ 30.6km/hの同一100人内順位を現行中心として明示affirm。異metricまたはSNS混在は点を平均せず、レンジ拡大で表現。targeted physical / X / videoでは現行方向を追加解決できず、不確実性に反映。動画はusable current full-effort play=0で、数値入力にしていない。,54.5,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を4年プール（2022,2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,30.6,23,71,,,,計測1件,NONE,MIXED_CONSENSUS,採用4件: slower×2 / faster×2,VIDEO_INCONCLUSIVE,57,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2014:61 → 2025:57,2,1,0,0,false,EQUAL,LOW_EXPOSURE_NPBPLUS_RISK,2026年の出場が23試合と少なく、NPB+が最高速度を観測しきれていない可能性,,false,,false,false,false,true,true,project側のconfidenceがLOW,,,
森下 翔太,43145157,阪神タイガース,56,49,63,LOW_MEDIUM,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.5km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,62.7,"実プレー結果（三塁打割合・併殺回避・内野安打・進塁・UBR）を3年プール（2023,2024,2025）。NPB+の自動blendなし・較正あり",REPRODUCED,30.5,99,432,,,,計測1件,NONE,NOT_IN_SNS_TIEBREAK_SCOPE,採用証拠なし,NOT_IN_VIDEO_TIEBREAK_SCOPE,60,EXACT_TEAM_NORMALIZED_ROSTER_NAME_UNIQUE,2023:60,1,3,-4,4,false,POWERPRO_HIGHER,,,,false,,false,false,false,false,false,,,,
